filtername wave filtwidth date detector x y median median_clipped filename observtn visit instrument
F150W 1.501 0.318 2022-05-03T00:57:54.154Z NRCB3 2048 2048 0.09213696420192719 0.0907045 jw01448005001_08101_00002_nrcb3_rate.fits 005 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:20:49.790Z NRCB2 2048 2048 0.31958192586898804 0.31206214 jw01448001001_06101_00002_nrcb2_rate.fits 001 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:16:18.124Z NRCB1 2048 2048 0.1925930678844452 0.191873 jw01448007001_08101_00002_nrcb1_rate.fits 007 001 NIRCAM
F480M 4.874 0.3 2022-05-06T03:34:48.996Z NRCBLONG 2048 2048 0.285036563873291 0.28424057 jw01448004001_08101_00002_nrcblong_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:51:19.519Z NRCB2 2048 2048 0.08115348 0.08048676 jw01448002001_04101_00002_nrcb2_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-06T05:54:08.156Z NRCB4 2048 2048 0.08280874043703079 0.08130792 jw01448006001_08101_00001_nrcb4_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:29:14.319Z NRCB2 2048 2048 0.08422322571277618 0.08384946 jw01448007001_02101_00002_nrcb2_rate.fits 007 001 NIRCAM
F200W 1.989 0.457 2022-05-06T00:06:25.648Z NRCB4 2048 2048 0.054516926 0.05376792 jw01448003001_04101_00003_nrcb4_rate.fits 003 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:19:24.886Z NRCB1 2048 2048 0.11850449442863464 0.11709645 jw01448008001_02101_00002_nrcb1_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:42:40.988Z NRCB3 2048 2048 0.057376366 0.05601347 jw01448006001_06101_00002_nrcb3_rate.fits 006 001 NIRCAM
F444W 4.408 1.029 2022-04-29T06:47:23.295Z NRCBLONG 2048 2048 0.5916908383369446 0.58971035 jw01448002001_04101_00001_nrcblong_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:26:24.492Z NRCB3 2048 2048 0.09834474325180054 0.09672651 jw01448005001_04101_00002_nrcb3_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:06:07.251Z NRCB2 2048 2048 0.76664597 0.67840046 jw01448008001_08101_00002_nrcb2_rate.fits 008 001 NIRCAM
F480M 4.874 0.3 2022-05-06T05:54:08.156Z NRCBLONG 2048 2048 0.2924433648586273 0.2914936 jw01448006001_08101_00001_nrcblong_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:15:07.486Z NRCB4 2048 2048 0.04987230524420738 0.048689898 jw01448006001_02101_00003_nrcb4_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:49:20.064Z NRCB2 2048 2048 0.1090741753578186 0.108107224 jw01448001001_02101_00002_nrcb2_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-05-06T03:03:19.269Z NRCB2 2048 2048 0.06358333 0.06274688 jw01448004001_04101_00002_nrcb2_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-04-29T12:00:54.733Z NRCB2 2048 2048 0.13017548620700836 0.12954052 jw01448007001_06101_00002_nrcb2_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:36:02.365Z NRCB1 2048 2048 0.6392199 0.6125529 jw01448001001_08101_00002_nrcb1_rate.fits 001 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:11:11.262Z NRCB3 2048 2048 0.03903335 0.0378453 jw01448006001_02101_00002_nrcb3_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:50:43.860Z NRCB1 2048 2048 0.36452574 0.34460387 jw01448008001_06101_00002_nrcb1_rate.fits 008 001 NIRCAM
F356W 3.568 0.781 2022-04-29T09:46:47.637Z NRCBLONG 2048 2048 7.6284757 6.630657 jw01448008001_06101_00001_nrcblong_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:46:37.212Z NRCB4 2048 2048 0.07405875 0.07304788 jw01448006001_06101_00003_nrcb4_rate.fits 006 001 NIRCAM
F356W 3.568 0.781 2022-05-02T19:24:45.950Z NRCBLONG 2048 2048 10.207054 8.833542 jw01448001001_06101_00003_nrcblong_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-05-06T00:02:29.360Z NRCB3 2048 2048 0.07012017 0.06919452 jw01448003001_04101_00002_nrcb3_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:30:20.716Z NRCB4 2048 2048 0.099678405 0.09777888 jw01448005001_04101_00003_nrcb4_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-05-06T00:30:13.615Z NRCB1 2048 2048 0.0866032 0.08608556 jw01448003001_08101_00001_nrcb1_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-05-06T03:38:45.219Z NRCB3 2048 2048 0.0771399438381195 0.076260895 jw01448004001_08101_00003_nrcb3_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:38:23.915Z NRCB2 2048 2048 0.07177841 0.07122027 jw01448005001_06101_00001_nrcb2_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:22:38.429Z NRCB2 2048 2048 0.08826357 0.08683379 jw01448006001_04101_00001_nrcb2_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-04-29T07:22:59.933Z NRCB4 2048 2048 0.07608954 0.075192966 jw01448002001_08101_00002_nrcb4_rate.fits 002 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:43:09.809Z NRCB2 2048 2048 0.03980643302202225 0.03884979 jw01448003001_02101_00001_nrcb2_rate.fits 003 001 NIRCAM
F277W 2.762 0.683 2022-04-29T06:39:52.288Z NRCBLONG 2048 2048 0.22022375 0.21846685 jw01448002001_02101_00003_nrcblong_rate.fits 002 001 NIRCAM
F356W 3.568 0.781 2022-05-06T00:22:31.919Z NRCBLONG 2048 2048 0.2116052508354187 0.20987003 jw01448003001_06101_00003_nrcblong_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:03:29.566Z NRCB3 2048 2048 0.06122809648513794 0.06055017 jw01448002001_06101_00001_nrcb3_rate.fits 002 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:46:16.299Z NRCB1 2048 2048 0.07923349738121033 0.078231804 jw01448005001_06101_00003_nrcb1_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-05-06T00:38:05.998Z NRCB2 2048 2048 0.052108996 0.05163763 jw01448003001_08101_00003_nrcb2_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:30:30.877Z NRCB1 2048 2048 0.06947427988052368 0.068373404 jw01448006001_04101_00003_nrcb1_rate.fits 006 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:00:57.919Z NRCB3 2048 2048 1.1812 1.0316826 jw01448001001_04101_00001_nrcb3_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-04-29T09:34:48.213Z NRCB4 2048 2048 1.2182438 1.0106953 jw01448008001_04101_00002_nrcb4_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:43:48.967Z NRCB3 2048 2048 0.028341829776763916 0.027374635 jw01448004001_02101_00001_nrcb3_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:51:02.193Z NRCB1 2048 2048 0.02329496666789055 0.021980649 jw01448003001_02101_00003_nrcb1_rate.fits 003 001 NIRCAM
F356W 3.568 0.781 2022-04-29T09:50:43.796Z NRCBLONG 2048 2048 7.6065273 6.6102276 jw01448008001_06101_00002_nrcblong_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:07:04.941Z NRCB2 2048 2048 0.046947274 0.0462632 jw01448005001_02101_00001_nrcb2_rate.fits 005 001 NIRCAM
F480M 4.874 0.3 2022-05-06T03:30:52.772Z NRCBLONG 2048 2048 0.2810938358306885 0.2802863 jw01448004001_08101_00001_nrcblong_rate.fits 004 001 NIRCAM
F150W 1.501 0.318 2022-05-06T03:34:48.996Z NRCB4 2048 2048 0.10665667057037354 0.105874404 jw01448004001_08101_00002_nrcb4_rate.fits 004 001 NIRCAM
F150W 1.501 0.318 2022-04-29T07:26:56.093Z NRCB3 2048 2048 0.08340807259082794 0.08271891 jw01448002001_08101_00003_nrcb3_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-03T00:53:47.242Z NRCB1 2048 2048 0.08369304239749908 0.0824782 jw01448005001_08101_00001_nrcb1_rate.fits 005 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:14:39.471Z NRCB2 2048 2048 0.05854875594377518 0.058103018 jw01448003001_06101_00001_nrcb2_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-04-29T09:38:44.437Z NRCB3 2048 2048 1.1080897 0.9388653 jw01448008001_04101_00003_nrcb3_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:14:57.325Z NRCB1 2048 2048 0.04461197 0.04332335 jw01448005001_02101_00003_nrcb1_rate.fits 005 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:31:59.904Z NRCB3 2048 2048 0.042759847 0.042086273 jw01448002001_02101_00001_nrcb3_rate.fits 002 001 NIRCAM
F480M 4.874 0.3 2022-05-06T05:58:04.379Z NRCBLONG 2048 2048 0.29202408 0.29096618 jw01448006001_08101_00002_nrcblong_rate.fits 006 001 NIRCAM
F200W 1.989 0.457 2022-04-29T11:40:41.486Z NRCB3 2048 2048 0.18549247086048126 0.18475667 jw01448007001_04101_00001_nrcb3_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:22:31.919Z NRCB1 2048 2048 0.056185610592365265 0.055641536 jw01448003001_06101_00003_nrcb1_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:15:29.381Z NRCB3 2048 2048 0.04464448243379593 0.04378823 jw01448004001_06101_00001_nrcb3_rate.fits 004 001 NIRCAM
F444W 4.408 1.029 2022-04-29T06:51:19.455Z NRCBLONG 2048 2048 0.6013305187225342 0.5992385 jw01448002001_04101_00002_nrcblong_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-03T01:01:50.442Z NRCB2 2048 2048 0.0763171 0.075432956 jw01448005001_08101_00003_nrcb2_rate.fits 005 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:15:28.662Z NRCB3 2048 2048 0.1234985962510109 0.12101555 jw01448008001_02101_00001_nrcb3_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:38:44.764Z NRCB1 2048 2048 0.02667276 0.02536999 jw01448006001_06101_00001_nrcb1_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:24:45.950Z NRCB3 2048 2048 0.30187860131263733 0.29511377 jw01448001001_06101_00003_nrcb3_rate.fits 001 001 NIRCAM
F444W 4.408 1.029 2022-05-06T03:07:15.493Z NRCBLONG 2048 2048 0.6659516 0.6635623 jw01448004001_04101_00003_nrcblong_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-05-06T03:03:19.269Z NRCB4 2048 2048 0.07644456624984741 0.07588418 jw01448004001_04101_00002_nrcb4_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:55:15.679Z NRCB3 2048 2048 0.0702206 0.06974382 jw01448002001_04101_00003_nrcb3_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:22:28.268Z NRCB1 2048 2048 0.06409133 0.06298502 jw01448005001_04101_00001_nrcb1_rate.fits 005 001 NIRCAM
F115W 1.154 0.225 2022-04-29T12:00:54.733Z NRCB4 2048 2048 0.1592947 0.15867482 jw01448007001_06101_00002_nrcb4_rate.fits 007 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:33:10.542Z NRCB3 2048 2048 0.06954946 0.06901037 jw01448007001_02101_00003_nrcb3_rate.fits 007 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:49:20.064Z NRCB4 2048 2048 0.108458705 0.1075668 jw01448001001_02101_00002_nrcb4_rate.fits 001 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:12:21.900Z NRCB3 2048 2048 0.19615021347999573 0.19546452 jw01448007001_08101_00001_nrcb3_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:46:37.212Z NRCB2 2048 2048 0.07494689524173737 0.07405741 jw01448006001_06101_00003_nrcb2_rate.fits 006 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:30:20.716Z NRCB2 2048 2048 0.09286411106586456 0.0918977 jw01448005001_04101_00003_nrcb2_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:10:03.411Z NRCB3 2048 2048 0.7525593 0.6712179 jw01448008001_08101_00003_nrcb3_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:29:14.319Z NRCB4 2048 2048 0.11313411 0.112570256 jw01448007001_02101_00002_nrcb4_rate.fits 007 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:53:16.223Z NRCB3 2048 2048 0.116540544 0.11580988 jw01448001001_02101_00003_nrcb3_rate.fits 001 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:07:15.038Z NRCB1 2048 2048 0.04038920998573303 0.03920208 jw01448006001_02101_00001_nrcb1_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:46:47.572Z NRCB3 2048 2048 0.3865852653980255 0.363093 jw01448008001_06101_00001_nrcb3_rate.fits 008 001 NIRCAM
F200W 1.989 0.457 2022-05-05T23:58:33.136Z NRCB1 2048 2048 0.073076926 0.0725089 jw01448003001_04101_00001_nrcb1_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-06T03:07:15.493Z NRCB3 2048 2048 0.08979591 0.08885425 jw01448004001_04101_00003_nrcb3_rate.fits 004 001 NIRCAM
F277W 2.762 0.683 2022-05-06T05:07:15.102Z NRCBLONG 2048 2048 0.21592188 0.21254474 jw01448006001_02101_00001_nrcblong_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:20:49.726Z NRCB4 2048 2048 0.32923585 0.3219778 jw01448001001_06101_00002_nrcb4_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-04-29T12:04:50.956Z NRCB3 2048 2048 0.14561728 0.1452408 jw01448007001_06101_00003_nrcb3_rate.fits 007 001 NIRCAM
F356W 3.568 0.781 2022-04-29T11:56:58.509Z NRCBLONG 2048 2048 0.57543164 0.5738541 jw01448007001_06101_00001_nrcblong_rate.fits 007 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:51:19.455Z NRCB4 2048 2048 0.06830758601427078 0.067483254 jw01448002001_04101_00002_nrcb4_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-06T05:54:08.156Z NRCB2 2048 2048 0.07557611167430878 0.07439684 jw01448006001_08101_00001_nrcb2_rate.fits 006 001 NIRCAM
F356W 3.568 0.781 2022-05-03T00:42:20.075Z NRCBLONG 2048 2048 0.26458365 0.26152876 jw01448005001_06101_00002_nrcblong_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:06:07.187Z NRCB4 2048 2048 0.88487935 0.78085536 jw01448008001_08101_00002_nrcb4_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:15:07.486Z NRCB2 2048 2048 0.019875873 0.018509746 jw01448006001_02101_00003_nrcb2_rate.fits 006 001 NIRCAM
F277W 2.762 0.683 2022-05-06T02:47:45.191Z NRCBLONG 2048 2048 0.21249234676361084 0.21032596 jw01448004001_02101_00002_nrcblong_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-05-06T00:06:25.584Z NRCB2 2048 2048 0.07379677891731262 0.073156245 jw01448003001_04101_00003_nrcb2_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-05-06T06:02:00.539Z NRCB1 2048 2048 0.08429881930351257 0.08296248 jw01448006001_08101_00003_nrcb1_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:32:06.141Z NRCB3 2048 2048 0.6508259 0.61030203 jw01448001001_08101_00001_nrcb3_rate.fits 001 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:11:01.101Z NRCB3 2048 2048 0.05116876 0.05002839 jw01448005001_02101_00002_nrcb3_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-04-29T09:34:48.277Z NRCB1 2048 2048 1.0673445463180542 0.9296297 jw01448008001_04101_00002_nrcb1_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:51:02.257Z NRCB4 2048 2048 0.031384833 0.030576482 jw01448003001_02101_00003_nrcb4_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:30:30.877Z NRCB4 2048 2048 0.07525087147951126 0.07355344 jw01448006001_04101_00003_nrcb4_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:18:35.695Z NRCB3 2048 2048 0.053380616 0.052900583 jw01448003001_06101_00002_nrcb3_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:46:16.299Z NRCB4 2048 2048 0.088903934 0.08741026 jw01448005001_06101_00003_nrcb4_rate.fits 005 001 NIRCAM
F480M 4.874 0.3 2022-05-06T06:02:00.603Z NRCBLONG 2048 2048 0.3130764 0.31195042 jw01448006001_08101_00003_nrcblong_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:35:56.128Z NRCB2 2048 2048 0.034819894 0.034219127 jw01448002001_02101_00002_nrcb2_rate.fits 002 001 NIRCAM
F444W 4.408 1.029 2022-04-29T06:55:15.679Z NRCBLONG 2048 2048 0.5907666683197021 0.58865875 jw01448002001_04101_00003_nrcblong_rate.fits 002 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:19:25.605Z NRCB2 2048 2048 0.0680374875664711 0.06744656 jw01448004001_06101_00002_nrcb2_rate.fits 004 001 NIRCAM
F150W 1.501 0.318 2022-04-29T07:22:59.933Z NRCB1 2048 2048 0.0761914998292923 0.075697586 jw01448002001_08101_00002_nrcb1_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-04-29T11:44:37.710Z NRCB2 2048 2048 0.189036 0.18841466 jw01448007001_04101_00002_nrcb2_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-06T00:30:13.615Z NRCB4 2048 2048 0.04501478746533394 0.04398692 jw01448003001_08101_00001_nrcb4_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:22:31.919Z NRCB4 2048 2048 0.061422464 0.060915384 jw01448003001_06101_00003_nrcb4_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:26:34.653Z NRCB3 2048 2048 0.068154044 0.06649344 jw01448006001_04101_00002_nrcb3_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:42:20.075Z NRCB3 2048 2048 0.05914495140314102 0.057550386 jw01448005001_06101_00002_nrcb3_rate.fits 005 001 NIRCAM
F356W 3.568 0.781 2022-05-06T00:18:35.695Z NRCBLONG 2048 2048 0.20709573 0.20535536 jw01448003001_06101_00002_nrcblong_rate.fits 003 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:14:57.325Z NRCB4 2048 2048 0.08574367 0.0845092 jw01448005001_02101_00003_nrcb4_rate.fits 005 001 NIRCAM
F277W 2.762 0.683 2022-04-29T06:35:56.128Z NRCBLONG 2048 2048 0.21358722 0.21175912 jw01448002001_02101_00002_nrcblong_rate.fits 002 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:47:06.033Z NRCB3 2048 2048 0.032219596207141876 0.031395834 jw01448003001_02101_00002_nrcb3_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-05-03T00:53:47.242Z NRCB4 2048 2048 0.124890506 0.12331551 jw01448005001_08101_00001_nrcb4_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:04:54.143Z NRCB2 2048 2048 1.1257418 0.94869936 jw01448001001_04101_00002_nrcb2_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:07:25.790Z NRCB2 2048 2048 0.06437563896179199 0.06369215 jw01448002001_06101_00002_nrcb2_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-06T03:34:48.932Z NRCB1 2048 2048 0.07673306 0.07589495 jw01448004001_08101_00002_nrcb1_rate.fits 004 001 NIRCAM
F356W 3.568 0.781 2022-05-02T19:16:53.502Z NRCBLONG 2048 2048 10.177528 8.792394 jw01448001001_06101_00001_nrcblong_rate.fits 001 001 NIRCAM
F356W 3.568 0.781 2022-04-29T09:54:40.020Z NRCBLONG 2048 2048 7.581938743591309 6.594268 jw01448008001_06101_00003_nrcblong_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:47:45.191Z NRCB2 2048 2048 0.04584234952926636 0.0449495 jw01448004001_02101_00002_nrcb2_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:50:43.860Z NRCB2 2048 2048 0.3681798 0.34375793 jw01448008001_06101_00002_nrcb2_rate.fits 008 001 NIRCAM
F150W 1.501 0.318 2022-05-06T05:58:04.379Z NRCB3 2048 2048 0.069616795 0.06788139 jw01448006001_08101_00002_nrcb3_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:49:20.064Z NRCB1 2048 2048 0.10748979449272156 0.10679013 jw01448001001_02101_00002_nrcb1_rate.fits 001 001 NIRCAM
F277W 2.762 0.683 2022-05-06T02:51:41.414Z NRCBLONG 2048 2048 0.20651418 0.20419395 jw01448004001_02101_00003_nrcblong_rate.fits 004 001 NIRCAM
F356W 3.568 0.781 2022-05-03T00:46:16.299Z NRCBLONG 2048 2048 0.2518309950828552 0.248868 jw01448005001_06101_00003_nrcblong_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:36:02.365Z NRCB2 2048 2048 0.647882342338562 0.597728 jw01448001001_08101_00002_nrcb2_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:22:28.268Z NRCB4 2048 2048 0.08388637751340866 0.08196026 jw01448005001_04101_00001_nrcb4_rate.fits 005 001 NIRCAM
F115W 1.154 0.225 2022-04-29T12:00:54.733Z NRCB1 2048 2048 0.11667118966579437 0.11617416 jw01448007001_06101_00002_nrcb1_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:38:44.764Z NRCB4 2048 2048 0.05820828676223755 0.056810234 jw01448006001_06101_00001_nrcb4_rate.fits 006 001 NIRCAM
F200W 1.989 0.457 2022-05-06T03:03:19.269Z NRCB1 2048 2048 0.06171923875808716 0.060811356 jw01448004001_04101_00002_nrcb1_rate.fits 004 001 NIRCAM
F150W 1.501 0.318 2022-05-06T06:02:00.603Z NRCB4 2048 2048 0.06769947 0.06606617 jw01448006001_08101_00003_nrcb4_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:19:24.886Z NRCB2 2048 2048 0.12701360881328583 0.12513314 jw01448008001_02101_00002_nrcb2_rate.fits 008 001 NIRCAM
F444W 4.408 1.029 2022-05-06T03:03:19.269Z NRCBLONG 2048 2048 0.6665162444114685 0.66413814 jw01448004001_04101_00002_nrcblong_rate.fits 004 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:06:07.187Z NRCB1 2048 2048 0.7181333303451538 0.65072554 jw01448008001_08101_00002_nrcb1_rate.fits 008 001 NIRCAM
F480M 4.874 0.3 2022-04-29T07:19:03.709Z NRCBLONG 2048 2048 0.2767312526702881 0.27616438 jw01448002001_08101_00001_nrcblong_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:51:19.519Z NRCB1 2048 2048 0.07213403284549713 0.07168929 jw01448002001_04101_00002_nrcb1_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-05-05T23:58:33.200Z NRCB4 2048 2048 0.0866670310497284 0.08593765 jw01448003001_04101_00001_nrcb4_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:16:18.124Z NRCB2 2048 2048 0.19127955 0.1906274 jw01448007001_08101_00002_nrcb2_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:20:49.726Z NRCB1 2048 2048 0.2763303518295288 0.27114725 jw01448001001_06101_00002_nrcb1_rate.fits 001 001 NIRCAM
F444W 4.408 1.029 2022-05-06T05:22:38.429Z NRCBLONG 2048 2048 0.71038824 0.7070639 jw01448006001_04101_00001_nrcblong_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:07:15.102Z NRCB4 2048 2048 0.0295529 0.028193898 jw01448006001_02101_00001_nrcb4_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:29:14.319Z NRCB1 2048 2048 0.09040164947509766 0.09000498 jw01448007001_02101_00002_nrcb1_rate.fits 007 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:14:57.325Z NRCB2 2048 2048 0.03821823 0.03749552 jw01448005001_02101_00003_nrcb2_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-04-29T07:19:03.709Z NRCB3 2048 2048 0.08704018592834473 0.086542524 jw01448002001_08101_00001_nrcb3_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-03T01:01:50.442Z NRCB1 2048 2048 0.090522066 0.08877837 jw01448005001_08101_00003_nrcb1_rate.fits 005 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:22:31.919Z NRCB2 2048 2048 0.056218047 0.055851318 jw01448003001_06101_00003_nrcb2_rate.fits 003 001 NIRCAM
F444W 4.408 1.029 2022-05-06T02:59:23.046Z NRCBLONG 2048 2048 0.66396236 0.6615223 jw01448004001_04101_00001_nrcblong_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:07:04.941Z NRCB1 2048 2048 0.04175905 0.040589634 jw01448005001_02101_00001_nrcb1_rate.fits 005 001 NIRCAM
F444W 4.408 1.029 2022-05-06T05:26:34.653Z NRCBLONG 2048 2048 0.6897841 0.6863651 jw01448006001_04101_00002_nrcblong_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:39:52.288Z NRCB3 2048 2048 0.021481797 0.020389609 jw01448002001_02101_00003_nrcb3_rate.fits 002 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:47:45.191Z NRCB4 2048 2048 0.04157013 0.040808383 jw01448004001_02101_00002_nrcb4_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-04-29T09:30:51.989Z NRCB3 2048 2048 1.1129902601242065 0.9449396 jw01448008001_04101_00001_nrcb3_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:14:39.471Z NRCB1 2048 2048 0.04908479005098343 0.04860578 jw01448003001_06101_00001_nrcb1_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:23:21.828Z NRCB3 2048 2048 0.068103485 0.06738929 jw01448004001_06101_00003_nrcb3_rate.fits 004 001 NIRCAM
F480M 4.874 0.3 2022-04-29T07:22:59.933Z NRCBLONG 2048 2048 0.25145805 0.25077844 jw01448002001_08101_00002_nrcblong_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-03T00:53:47.242Z NRCB2 2048 2048 0.09215656 0.09134238 jw01448005001_08101_00001_nrcb2_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:04:54.143Z NRCB4 2048 2048 1.202850341796875 1.0350884 jw01448001001_04101_00002_nrcb4_rate.fits 001 001 NIRCAM
